Iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
0,0.5148936170212766,0.7833333333333333,0.06685186768689069,0.11666666666666667,0.6666666666666666,0.5428571428571428,0.51,0.13013698630136986,0.6623376623376623,0.7368421052631579,0.6333333333333333,0.05667902404991907,0.26666666666666666,0.36666666666666664,0.875,0.6363636363636364,0.35,0.7,0.5909090909090909,0.7333333333333333,0.19929784825275776,0.13333333333333333,0.6,0.5,0.6111111111111112,0.16666666666666666,0.6111111111111112
1,0.5224719101123596,0.5933333333333334,0.11922095853956374,0.24666666666666667,0.3466666666666667,0.5540540540540541,0.5,0.2808219178082192,0.33766233766233766,0.5384615384615384,0.8666666666666667,0.021162516119183267,0.2,0.6666666666666666,0.8333333333333334,0.45,0.25,0.9,0.5862068965517241,0.9666666666666667,0.2738830083878007,0.03333333333333333,0.9333333333333333,0.0,0.6071428571428571,0.0,0.9444444444444444
2,0.5208333333333334,0.64,0.32152620898460843,0.23666666666666666,0.4033333333333333,0.5352112676056338,0.512396694214876,0.2602739726027397,0.4025974025974026,0.5384615384615384,0.43333333333333335,0.0059573477601187275,0.03333333333333333,0.4,1.0,0.5,0.05,0.6,0.5263157894736842,0.6333333333333333,0.0835089503267131,0.03333333333333333,0.6,0.0,0.5555555555555556,0.0,0.5555555555555556
3,0.5104895104895105,0.4766666666666667,-0.4680469748332437,0.2,0.27666666666666667,0.5166666666666667,0.5060240963855421,0.21232876712328766,0.2727272727272727,0.6111111111111112,0.6,0.03816081367762777,0.16666666666666666,0.43333333333333335,0.8,0.5384615384615384,0.2,0.7,0.52,0.8333333333333334,0.1094913800589256,0.1,0.7333333333333333,0.3333333333333333,0.5454545454545454,0.08333333333333333,0.6666666666666666
