Iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
0,0.5083333333333333,0.8,0.110772764309413,0.11666666666666667,0.6833333333333333,0.6857142857142857,0.47804878048780486,0.1509433962264151,0.6950354609929078,0.6363636363636364,0.36666666666666664,-0.04615733190536775,0.3333333333333333,0.03333333333333333,0.6,1.0,0.35294117647058826,0.07692307692307693,0.5454545454545454,0.7333333333333333,0.06130946408644001,0.16666666666666666,0.5666666666666667,0.4,0.5882352941176471,0.2,0.5
1,0.48502994011976047,0.5566666666666666,0.05254107108997866,0.2866666666666667,0.27,0.5116279069767442,0.4567901234567901,0.27672955974842767,0.2624113475177305,0.6,0.5,-0.02994387244360617,0.3,0.2,0.5555555555555556,0.6666666666666666,0.29411764705882354,0.3076923076923077,0.6153846153846154,0.8666666666666667,0.10045421643184788,0.16666666666666666,0.7,0.4,0.6666666666666666,0.2,0.7
2,0.5380116959064327,0.57,0.42731756943613375,0.21333333333333335,0.3566666666666667,0.609375,0.4953271028037383,0.24528301886792453,0.375886524822695,0.5833333333333334,0.4,-0.024909665834158053,0.26666666666666666,0.13333333333333333,0.5,0.75,0.23529411764705882,0.23076923076923078,0.6111111111111112,0.6,0.07961886696381931,0.13333333333333333,0.4666666666666667,0.5,0.6428571428571429,0.2,0.45
3,0.5256410256410257,0.52,0.18854012151494193,0.23666666666666666,0.2833333333333333,0.5915492957746479,0.47058823529411764,0.2641509433962264,0.28368794326241137,0.6666666666666666,0.4,-0.011990601643715746,0.23333333333333334,0.16666666666666666,0.5714285714285714,0.8,0.23529411764705882,0.3076923076923077,0.5625,0.5333333333333333,0.026425125962044244,0.13333333333333333,0.4,0.5,0.5833333333333334,0.2,0.35
