Iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
0,0.4883720930232558,0.86,-0.31703348016408817,0.13333333333333333,0.7266666666666667,0.5,0.48623853211009177,0.12987012987012986,0.726027397260274,0.6,1.0,0.10860933201128062,0.13333333333333333,0.8666666666666667,0.5,0.6153846153846154,0.16666666666666666,0.8888888888888888,0.6923076923076923,0.8666666666666667,0.19154583941024245,0.3333333333333333,0.5333333333333333,0.7,0.6875,0.5,0.6875
1,0.4930232558139535,0.7166666666666667,0.09977148985310391,0.26666666666666666,0.45,0.5125,0.48148148148148145,0.2662337662337662,0.4452054794520548,0.5925925925925926,0.9,0.11479366963855966,0.13333333333333333,0.7666666666666667,0.5,0.6086956521739131,0.16666666666666666,0.7777777777777778,0.7272727272727273,0.7333333333333333,0.21188243320725272,0.26666666666666666,0.4666666666666667,0.75,0.7142857142857143,0.42857142857142855,0.625
2,0.5380710659898477,0.6566666666666666,0.4432539920116756,0.21666666666666667,0.44,0.6307692307692307,0.49242424242424243,0.2662337662337662,0.4452054794520548,0.6153846153846154,0.8666666666666667,0.12484513710180878,0.13333333333333333,0.7333333333333333,0.5,0.6363636363636364,0.16666666666666666,0.7777777777777778,0.7,0.6666666666666666,0.16609205791199003,0.26666666666666666,0.4,0.75,0.6666666666666666,0.42857142857142855,0.5
3,0.5294117647058824,0.6233333333333333,0.363393565257235,0.26,0.36333333333333334,0.5769230769230769,0.4954128440366973,0.2922077922077922,0.3698630136986301,0.6666666666666666,0.6,0.04756628715768053,0.3,0.3,0.5555555555555556,0.7777777777777778,0.4166666666666667,0.3888888888888889,0.6470588235294118,0.5666666666666667,0.08155979352881625,0.3,0.26666666666666666,0.6666666666666666,0.625,0.42857142857142855,0.3125
