Iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
0,0.49794238683127573,0.81,-0.6106034981201247,0.15333333333333332,0.6566666666666666,0.5434782608695652,0.4873096446700508,0.15337423312883436,0.6985294117647058,0.5217391304347826,0.7666666666666667,-0.02272811948074515,0.4,0.36666666666666664,0.5833333333333334,0.45454545454545453,0.4117647058823529,0.38461538461538464,0.43478260869565216,0.7666666666666667,-0.08818417055069963,0.5,0.26666666666666666,0.4,0.5,0.4,0.26666666666666666
1,0.5449101796407185,0.5566666666666666,0.4785539587367344,0.36,0.19666666666666666,0.5462962962962963,0.5423728813559322,0.3558282208588957,0.23529411764705882,0.5,0.7333333333333333,-0.10156892287608003,0.36666666666666664,0.36666666666666664,0.5454545454545454,0.45454545454545453,0.35294117647058826,0.38461538461538464,0.5789473684210527,0.6333333333333333,0.03837930919798506,0.4,0.23333333333333334,0.5,0.7142857142857143,0.4,0.3333333333333333
2,0.5174418604651163,0.5733333333333334,0.31779549411300173,0.25666666666666665,0.31666666666666665,0.4935064935064935,0.5368421052631579,0.22699386503067484,0.375,0.42857142857142855,0.7,-0.12939556799753366,0.36666666666666664,0.3333333333333333,0.45454545454545453,0.4,0.29411764705882354,0.3076923076923077,0.5714285714285714,0.4666666666666667,0.002138857571751561,0.3333333333333333,0.13333333333333333,0.5,0.75,0.3333333333333333,0.2
3,0.5076923076923077,0.43333333333333335,0.4153844469744904,0.27666666666666667,0.15666666666666668,0.4939759036144578,0.5319148936170213,0.24539877300613497,0.18382352941176472,0.46153846153846156,0.8666666666666667,-0.061779089119052166,0.5333333333333333,0.3333333333333333,0.5,0.4,0.47058823529411764,0.3076923076923077,0.5,0.7333333333333333,-0.01113057047054307,0.5333333333333333,0.2,0.4375,0.6666666666666666,0.4666666666666667,0.26666666666666666
