Date,Open,High,Low,Close,Adj Close,Volume
1997-07-01,1857.000000,2060.000000,1826.000000,1953.000000,1953.000000,69893800
1997-08-01,1953.000000,2070.000000,1910.000000,1980.000000,1980.000000,55352600
1997-09-01,1980.000000,2675.000000,1965.000000,2593.000000,2593.000000,105260200
1997-10-01,2593.000000,3634.000000,2529.000000,2846.000000,2846.000000,150296800
1997-11-01,2846.000000,3255.000000,2599.000000,2879.000000,2879.000000,103199100
1997-12-01,2879.000000,3517.000000,2798.000000,3451.000000,3451.000000,105956200
1998-01-01,3451.300049,3792.600098,3175.300049,3547.199951,3547.199951,87657300
1998-02-01,3547.199951,3547.199951,2631.699951,3272.199951,3272.199951,91046700
1998-03-01,3272.199951,3572.600098,3134.300049,3259.100098,3259.100098,98951100
1998-04-01,3259.100098,4428.299805,3229.100098,4194.500000,4194.500000,130746300
1998-05-01,4194.500000,4372.799805,3642.199951,3727.800049,3727.800049,164700100
1998-06-01,3727.800049,4193.000000,3565.699951,4100.000000,4100.000000,171143000
1998-07-01,4124.600098,4614.899902,4033.000000,4322.299805,4322.299805,233285600
1998-08-01,4322.299805,4336.600098,2399.600098,2635.100098,2635.100098,191820100
1998-09-01,2635.100098,2783.500000,1922.900024,2265.899902,2265.899902,250943100
1998-10-01,2265.899902,2302.600098,1818.699951,2196.399902,2196.399902,236093500
1998-11-01,2196.399902,2662.399902,1956.900024,2577.500000,2577.500000,288526100
1998-12-01,2577.500000,2679.100098,2186.800049,2597.899902,2597.899902,240712900
1999-01-01,2597.899902,2953.100098,2301.899902,2568.199951,2568.199951,178941100
1999-02-01,2568.199951,3957.699951,2568.199951,3890.800049,3890.800049,370784000
1999-03-01,3890.800049,4621.600098,3705.199951,4554.100098,4554.100098,403270000
1999-04-01,4554.100098,5666.600098,3875.500000,5354.000000,5354.000000,456912800
1999-05-01,5354.000000,5887.100098,4981.600098,5069.200195,5069.200195,471311500
1999-06-01,5069.200195,5679.500000,4547.899902,4950.200195,4950.200195,384639000
1999-07-01,4950.200195,6159.399902,4542.100098,5805.500000,5805.500000,507335600
1999-08-01,5805.500000,5899.299805,4872.399902,5018.299805,5018.299805,207426400
1999-09-01,5018.299805,6271.399902,5017.899902,6071.100098,6071.100098,427544100
1999-10-01,6071.100098,6563.500000,5646.299805,6556.100098,6556.100098,398729800
1999-11-01,6556.100098,9005.500000,6423.600098,8459.500000,8459.500000,815616700
1999-12-01,8459.500000,16182.299805,8459.500000,15208.799805,15208.799805,1125392500
2000-01-01,15208.799805,20617.900391,15208.799805,16715.000000,16715.000000,983899000
2000-02-01,16715.000000,17376.099609,13171.200195,15945.900391,15945.900391,769510000
2000-03-01,15945.900391,18537.699219,15200.700195,15920.099609,15920.099609,739905600
2000-04-01,15920.099609,19257.400391,15187.000000,19205.699219,19205.699219,1009017800
2000-05-01,19205.699219,19599.599609,15057.400391,16206.400391,16206.400391,816770400
