Date,Open,High,Low,Close,Adj Close,Volume
2021-04-01,32.669998,34.389999,32.669998,33.560001,32.709312,205300
2021-05-01,33.980000,35.119999,32.930000,34.854000,33.970509,213000
2021-06-01,35.279999,35.400002,33.310001,33.570000,32.719055,188500
2021-07-01,33.610001,34.144001,32.110001,33.436001,33.094460,400900
2021-08-01,33.529999,34.157001,33.240002,33.869999,33.524025,141600
2021-09-01,33.939999,34.090000,31.860001,31.982000,31.655312,201700
2021-10-01,32.070000,33.238998,31.209999,32.869999,32.534241,156800
2021-11-01,33.020000,33.740002,30.684999,30.950001,30.633854,239000
2021-12-01,31.590000,32.625000,30.823000,32.334999,32.004704,499500
2022-01-01,32.470001,33.029999,30.000000,31.330000,31.330000,403200
2022-02-01,31.639999,32.000000,27.700001,28.684000,28.684000,280800
2022-03-01,28.360001,29.809000,24.500000,28.110001,28.110001,719600
2022-04-01,28.830000,28.830000,25.840000,26.240000,26.240000,473900
2022-05-01,26.180000,26.959999,25.170000,25.190001,25.190001,193700
